CustomerID,full_name,email,phone,address_line,city,region,postal_code,country,birth_date,signup_date,last_purchase_date,status,tier,preferred_language,marketing_opt_in,total_spend,order_count,notes
CUST000013,Olivia Jones,olivia_jones@example.com,8518888806,723 Lake Rd,Chicago,TX,51531,United States,1986-08-27,2021-10-25,2021-10-28,pending,bronze,,true,168.02,12,asked about refund policy
CUST000014,Peggy Anderson,peggy-anderson@example.net,3121727155,9021 Sunset Blvd,New York,NJ,25831,United States,1995-01-14,2019-12-09,2021-05-25,inactive,bronze,ja,true,97.00,10,"do not call before 09:00, urgent"
CUST000015,Sybil Perez,sybilperez@demo.local,+814278774701,2-7-19 Meguro,Yokohama,Tokyo Pref.,047-9748,Japan,1992-07-06,2021-04-23,2024-10-04,active,silver,en,false,634.62,0,"coupon code used: CHMB2U, low priority"
CUST000016,Trent Lewis,trent.lewis@mail.test,4375758441,8909 Lake Road,Sydney,,40415,Germany,1977-02-11,2022-06-07,2023-07-05,pending,gold,ja,true,1186.73,2,asked about refund policy
CUST000017,Victor Scott,victor..scott@mail.test,+819045933272,"4-23-18 Kita, Sunrise Bldg.",Sapporo,Osaka,391-8785,Japan,1991-05-16,2020-06-10,2021-05-03,active,bronze,en-US,true,0.00,5,asked about refund policy
CUST000018,Walter Nelson,walter_nelson@demo.local,9268705685,"6698 Pine Blvd, Unit 24",Berlin,,73342,Germany,2001-10-06,2020-05-21,2021-03-10,active,silver,ja,false,398.00,5,"moved recently; verify address, low priority"
CUST000018,Walter Nelson,walter_nelson@demo.local,9268705685,"6698 Pine Blvd, Unit 24",Berlin,,73342,Germany,2001-10-06,2020-05-21,2021-03-10,active,silver,ja,false,398.00,5,"moved recently; verify address, low priority"
CUST000019,Yvonne Davis,yvonne.davis@example.net,+813118233984,"4-3-12 Taito, Apt. 1764",Yokohama,Chiba,933-4101,Japan,1956-07-15,2023-01-04,2024-08-13,banned,silver,,true,0.00,0,
CUST000020,Zara Thomas,zara.thomas@demo.local,8262244472,"2749 Lake Blvd, Apt 432",Miami,FL,15437,United States,2005-03-13,2025-09-27,2026-01-01,inactive,silver,ja,true,,6,"VIP, handle with care, ok"
CUST000021,Uma White,uma.white@mail.test,08075140105,"2-17-6 Shibuya, Skyline Tower",Nagoya,Kanagawa,867-3622,Japan,1995-11-07,2020-07-01,2022-06-03,banned,silver,ja,false,1579.90,2,coupon code used: SCRO8S
CUST000022,Oscar Walker,oscar.walker@example.org,09095962923,"5-12-18 Chiyoda, Sunrise Bldg.",Sapporo,Tokyo,544-9481,Japan,1962-10-21,2019-12-13,2021-11-25,banned,platinum,en-GB,false,1164.55,4,"asked about refund policy, urgent"
CUST000023,Quinn Nguyen,quinn-nguyen@mail.test,3269731121,6301 Elm Road,Austin,TX,41389,United States,2005-07-14,2017-10-08,2020-09-28,pending,gold,ja,true,1611.16,0,"asked about refund policy, urgent"
CUST000024,Rita Johnson,rita-johnson202@example.org,08062208635,3-9-3 Setagaya,Kobe,Osaka,802-3806,Japan,1965-05-07,2024-07-24,2026-01-01,banned,gold,,false,707.61,7,"VIP, handle with care, urgent"
CUST000025,Steve Rodriguez,steve.rodriguez@example.net,1210032365,9550 2nd Blvd,San Francisco,TX,13721,United States,2004-11-16,2021-07-15,2024-01-27,pending,bronze,en,true,2791.33,9,"moved recently; verify address, ok"
CUST000026,Trudy Jackson,trudy.jackson@mail.test,2267528953,2882 Lake Blvd,London,,22096,United Kingdom,1990-06-28,2021-03-11,2025-02-20,active,bronze,en-GB,true,1297.00,0,coupon code used: GDZ95J
CUST000027,Wendy Sanchez,wendy.sanchez@example.org,01211586938,"5-14-18 Setagaya, Sunrise Bldg.",Nagoya,Okinawa,741-6089,Japan,1959-01-02,2019-02-04,2021-08-04,inactive,bronze,en,true,2059.05,18,coupon code used: IT2UR0
CUST000028,Xavier Allen,xavier.allen@mail.test,5786103579,2919 Hill Lane,Seattle,CA,41406-9333,United States,1959-07-15,2017-05-16,2019-12-06,inactive,bronze,en,true,2404.46,7,moved recently; verify address
CUST000029,Yuki Flores,yuki.flores@example.net,,"2356 Elm Ave, Apt 798",Atlanta,GA,52500,United States,1997-05-13,2023-12-18,2024-05-11,inactive,gold,ja,true,,0,language preference unclear
CUST000030,Ken Brown,kenbrown@example..com,+818218114374,"1-4-6 Meguro, Skyline Tower",Umeda,Hyogo,556-1100,Japan,1984-08-29,2024-09-19,2026-01-01,inactive,bronze,ja,false,1533.26,4,asked about refund policy
CUST000031,Mika Martinez,mika.martinez@example.com,08589975711,3-12-10 Chiyoda,Naha,Fukuoka,027-2614,Japan,1995-12-06,2023-04-23,2024-06-19,inactive,bronze,en,false,72.18,9,"language preference unclear, ok (said ""thanks!"")"
CUST000032,Sora Lee,sora.lee6252@example.net,+16580043973,9650 Sunset Avenue,Sydney,,47212,Canada,1980-10-21,2025-10-18,2026-01-01,active,silver,ja,true,,5,"requested invoice as ""PDF"""
CUST000033,Hana Ramirez,hana.ramirez@example.com,,"3-25-15 Minato, Apt. 1663",Hakata,Hyogo Pref.,072-8326,Japan,1956-07-07,2021-11-09,2023-08-18,pending,platinum,ja,true,0.00,0,"moved recently; verify address, low priority"
CUST000034,Taro Wright,taro.wright@demo.local,4278816580,2727 Sunset Ave,Singapore,,99275-7314,Canada,1987-10-27,2025-09-11,2026-01-01,pending,bronze,en,false,0.00,5,do not call before 10:30
CUST000035,Ryo Adams,ryo.adams@example.com,1729806865,"8690 Lake Avenue, Apt 961",Toronto,,59916-7314,France,1958-07-03,2023-11-24,2026-01-01,banned,bronze,ja,true,845.71,5,"requested invoice as ""PDF"""
CUST000036,Alice Miller,alice.miller@mail.test,+819018184518,"4-13-19 Taito, Sunrise Bldg.",Umeda,Fukuoka,577-9071,Japan,1995-10-19,2023-10-20,2024-11-21,active,silver,ja,false,1108.82,13,moved recently; verify address
CUST000037,Bob Taylor,bob-taylor@example.com,2672885744,9313 Main Road,Sydney,,03471,Canada,1972-08-03,2021-11-06,2023-12-26,pending,bronze,ja,true,0.00,2,"coupon code used: S2II7K, urgent"
CUST000038,Carol Thompson,carol.thompson@example.com,+10825478077,159 Lake Blvd,New York,WA,85368,United States,1987-10-25,2021-12-15,2023-09-06,inactive,bronze,ja,false,174.79,9,duplicate in legacy system
CUST000039,Dave Robinson,dave.robinson@example.com,+10528127358,7197 Cedar St,Seattle,NY,24077,United States,,2018-10-08,2021-07-27,banned,bronze,en,true,8.47,12,"VIP, handle with care"
CUST000040,Eve Torres,eve.torres@mail.test,5665939836,4172 Elm Ln,Newark,TX,04908-4043,United States,1986-08-10,2023-09-24,2026-01-01,inactive,gold,en,true,1451.40,0,"requested invoice as ""PDF"""
CUST000041,Frank Smith,frank.smith@mail.test,08092703352,"1-8-20 Minato, Skyline Tower",Nagoya,Hokkaido,051-4770,Japan,1957-03-04,2023-08-30,,inactive,gold,ja,true,0.00,3,coupon code used: 0PJ1TV
CUST000042,Grace Garcia,grace.garcia@example.net,05742312209,"5-19-20 Taito, Sunrise Bldg.",Shinjuku,Chiba,305-1728,Japan,1968-01-21,,2020-11-05,banned,gold,ja,true,1476.46,1,moved recently; verify address
CUST000043,Heidi Moore,742.123.0940,5048,"8163 Hill Lane, Unit 1",Austin,GA,73397,United States,1971-01-18,2018-10-27,2019-08-19,banned,bronze,ja,true,887.63,12,do not call before 10:30
CUST000044,Ivan Harris,ivan.harris@demo.local,5760849588,3422 2nd Rd,Denver,MA,24056,United States,1967-03-07,2022-04-28,2022-07-09,inactive,platinum,en,true,0.00,0,
CUST000045,Judy Young,judy_young@example.net,+817029456255,"1-3-16 Meguro, Skyline Tower",Kobe,Hyogo,772-4599,Japan,1997-01-04,2018-06-24,2018-12-31,active,silver,en-GB,false,1747.58,,"requested invoice as ""PDF"", low priority"
CUST000046,Mallory Hill,malloryhill@example.org,7621267969,"7454 Sunset Road, Apt 566",Austin,FL,53269-7384,United States,1966-04-06,,2023-12-29,banned,platinum,ja,true,1094.56,6,coupon code used: 5L7CVF
,Niaj Williams,090-6047-6580,,"4-20-9 Kita, Skyline Tower",Sapporo,Fukuoka Pref.,414-9673,Japan,1975-12-18,2025-05-15,2026-01-01,inactive,silver,ja,true,1629.56,5,do not call before 18:00
CUST000048,Olivia Wilson,olivia.wilson@example.com,08017432806,"4-29-4 Taito, Apt. 1572",Nagoya,Chiba,173-2030,Japan,1982-03-03,2020-09-27,2024-07-24,inactive,silver,en,true,103.04,4,duplicate in legacy system
CUST000049,Peggy Martin,peggymartin@example.com,9588373403,2454 Hill Ln,Boston,IL,05436,United States,2005-01-13,,2021-09-21,banned,bronze,en,false,1348.57,4,asked about refund policy
CUST000050,Sybil Clark,sybil_clark@example.com,1658046498,"3403 Oak Rd, Unit 8",Toronto,,50165,United Kingdom,1991-05-14,2022-03-15,2022-12-23,active,silver,en,false,537.00,5,moved recently; verify address
CUST000051,Trent King,trent.king@example.org,+817055257828,"1-13-16 Minato, Apt. 696",Shibuya,Osaka,520-8854,Japan,1966-05-07,2020-07-20,2023-10-09,pending,platinum,,false,2183.55,5,do not call before 10:30
CUST000052,Victor Green,victor.green@demo.local,+818964715890,"5-2-5 Shibuya, Apt. 1410",Umeda,Hyogo,252-0456,Japan,1979-11-14,2017-04-27,2017-12-27,pending,bronze,ja,true,618.79,4,language preference unclear
CUST000053,Walter Jones,walter-jones@demo.local,+817042801387,"4-22-4 Shibuya, Skyline Tower",Kobe,Chiba,663-8361,Japan,2006-02-27,2019-09-18,2022-07-18,active,silver,,true,0.00,,prefers email contact
CUST000054,Yvonne Anderson,yvonneanderson@mail.test,2762467197,8847 2nd Ln,Boston,CO,,United States,1996-03-28,2021-03-22,2023-09-14,banned,silver,ja,true,1633.46,5,duplicate in legacy system
CUST000055,Zara Perez,zara.perez@example.org,,2641 Maple Avenue,Miami,GA,23034,United States,1960-05-16,2023-05-08,2026-01-01,banned,silver,ja,false,1063.39,9,prefers email contact
CUST000056,Uma Lewis,uma.lewis@example.com,2481569857,863 Pine Ln,Denver,NY,06345,United States,1984-11-06,2022-04-14,2024-08-06,active,bronze,ja,true,2515.31,4,language preference unclear
CUST000057,Oscar Scott,oscar.scott@demo.local,+817042875721,2-9-4 Setagaya,Kobe,Chiba,274-5644,Japan,1990-05-30,2021-04-10,2022-12-20,pending,silver,en-US,true,1598.76,13,"asked about refund policy, urgent"
CUST000058,Quinn Nelson,quinn.nelsonmail.test,08016592661,"4-22-8 Kita, Apt. 736",Nagoya,Osaka,881-4761,Japan,1998-12-04,2022-10-01,2023-11-14,pending,bronze,ja,true,2265.91,0,"requested invoice as ""PDF"", ok"
CUST000059,Rita Davis,rita.davis@example.net,3080695814,7765 Oak Ln,London,,76024,Fr,1998-08-11,2022-06-20,,banned,bronze,ja,true,1222.92,16,"VIP, handle with care"
CUST000059,Rita Davis,rita.davis@example.net,3080695814,7765 Oak Ln,London,,76024,Fr,1998-08-11,2022-06-20,,banned,bronze,ja,true,1222.92,16,"VIP, handle with care"
CUST000060,Steve Thomas,steve.thomas@example.org,+819063266678,4-5-1 Chiyoda,Namba,Chiba,556-2606,Japan,1988-05-30,2017-12-16,2019-06-13,inactive,platinum,ja,true,,0,"requested invoice as ""PDF"", low priority"
CUST000061,Trudy White,trudy.white@example.org,7728813770,9169 Elm Street,Toronto,,15940,France,1992-05-27,2024-09-23,2026-01-01,active,silver,ja,false,509.01,,coupon code used: P2F8UZ
CUST000062,Wendy Walker,wendy.walker@mail.test,4610339937,8274 Lake Street,San Francisco,CA,78617-3048,United States,1963-11-10,2020-05-05,2022-07-12,active,bronze,en-GB,false,1018.36,1,duplicate in legacy system
CUST000063,Xavier Nguyen,xavier.nguyen@demo.local,07061498728,"1-19-5 Shibuya, Sunrise Bldg.",Umeda,Aichi,493-8430,Japan,,2022-07-16,2024-07-28,pending,gold,en-GB,false,1799.90,6,"VIP, handle with care"
CUST000064,Yuki Johnson,yuki-johnson@example.net,09072320024,"5-21-12 Setagaya, Sunrise Bldg.",Kobe,Osaka,274-9545,Japan,2006-06-05,,,inactive,bronze,en,true,,0,"do not call before 18:00 (said ""thanks!"")"
CUST000065,Ken Rodriguez,ken.rodriguez@example.com,+812286857872,"5-23-16 Kita, Apt. 2127",Yokohama,Tokyo,496-9033,Japan,2007-05-27,2018-06-02,2021-04-07,banned,gold,ja,true,200.02,15,language preference unclear
CUST000066,Mika Jackson,mikajackson@example.org,06999966361,"2-16-4 Setagaya, Apt. 1447",Naha,Okinawa,412-1820,Japan,2007-08-29,2020-05-12,2022-03-10,banned,bronze,en-US,true,,3,"VIP, handle with care"
CUST000067,Sora Sanchez,sora.sanchez@example.net,08022091241,,Sapporo,Hyogo Pref.,752-3083,Japan,1962-05-28,2022-03-05,2022-07-22,active,gold,en-US,false,0.00,0,moved recently; verify address
CUST000068,Hana Allen,hana.allen@mail.test,0355338033,6260 Sunset Rd,Boston,IL,17130,United States,2001-09-23,2024-03-21,2024-06-10,inactive,platinum,ja,true,1373.92,11,duplicate in legacy system
CUST000069,Taro Flores,taro.flores3094@example.net,08044886946,"5-25-12 Minato, Skyline Tower",Hakata,Osaka Pref.,364-0270,Japan,,2021-06-17,2025-06-02,active,gold,ja,true,,8,"VIP, handle with care (said ""thanks!"")"
CUST000070,Ryo Brown,ryobrown@demo.local,8027148727,7909 Sunset Avenue,Singapore,,11602,Singapore,2009-06-21,2021-04-26,2022-12-18,pending,platinum,ja,false,978.56,9,do not call before 14:00
CUST000071,Alice Martinez,alice.martinez@demo.local,+14438612590,"7506 Pine Ave, Apt 453",Miami,MA,42333,United States,1986-04-01,2024-08-08,2026-01-01,active,silver,en-US,false,2116.15,11,"VIP, handle with care"
CUST000071,Alice Martinez,alice.martinez@demo.local,+14438612590,"7506 Pine Ave, Apt 453",Miami,MA,42333,United States,1986-04-01,2024-08-08,2026-01-01,active,silver,en-US,false,2116.15,11,"VIP, handle with care"
CUST000072,Bob Lee,bob_lee@demo.local,06988310303,"2-5-20 Taito, Skyline Tower",Yokohama,Chiba,429-6184,Japan,1994-12-01,2024-05-23,2026-01-01,banned,silver,ja,true,0.00,9,prefers email contact
CUST000073,Carol Ramirez,carol.ramirez3933@example.com,+817014870682,"5-22-18 Meguro, Apt. 611",,Osaka,093-0685,Japan,,2021-07-24,2023-04-25,active,silver,ja,false,0.42,0,"duplicate in legacy system, urgent"
,Dave Wright,dave.wright@example.com,6392823414,"7041 Cedar Ln, Unit 14",Miami,MA,92392,United States,1993-12-19,2023-09-12,2023-09-28,inactive,silver,ja,true,1029.83,8,do not call before 09:00
CUST000075,Eve Adams,eve.adams@example.com,07090878844,"3-18-4 Taito, Sunrise Bldg.",Hakata,Chiba Pref.,083-4024,Japan,1990-12-18,2023-04-23,2025-06-30,pending,gold,en-US,true,3546.51,4,"duplicate in legacy system, ok"
CUST000076,Frank Miller,frank.miller@example.com,0018418620,403 Cedar Road,Austin,CO,43617-1314,United States,2003-10-06,2019-09-26,2020-01-18,pending,bronze,en,true,0.00,14,"moved recently; verify address (said ""thanks!"")"
CUST000077,Grace Taylor,grace.taylor9731@example.org,08021310962,"2-24-17 Meguro, Apt. 1327",Hakata,Tokyo,657-0412,Japan,1964-07-05,2021-03-03,2021-06-21,active,silver,en,true,1332.89,10,
CUST000078,Heidi Thompson,heidi.thompson@mail.test,9606339912,8161 Oak St,Newark,GA,81717,United States,,2025-08-15,2026-01-01,pending,bronze,en-US,true,595.75,7,asked about refund policy
CUST000079,Ivan Robinson,ivan_robinson@example.net,7826596089,1284 2nd Ave,New York,CA,02727,United States,1981-08-20,2021-10-22,2023-09-22,active,gold,ja,false,734.24,13,duplicate in legacy system
CUST000080,Judy Torres,judy.torres@demo.local,,"6454 Main Road, Apt 132",San Francisco,FL,26582,United States,1968-10-04,2017-03-05,2017-04-27,active,gold,ja,true,1718.76,10,prefers email contact
CUST000081,Mallory Smith,mallory.smith@example.net,08034234619,"2-26-7 Taito, Apt. 2099",Nagoya,,769-4591,Japan,1981-05-28,2024-12-10,2026-01-01,banned,silver,en,false,,11,duplicate in legacy system
CUST000082,Niaj Garcia,niaj.garcia@example.org,+817058004010,"3-11-20 Minato, Skyline Tower",Shibuya,Tokyo,229-7125,Japan,1983-12-19,2018-07-23,2019-02-23,banned,silver,ja,true,188.62,5,"VIP, handle with care, urgent"
,Olivia Moore,,,"2-11-3 Shinjuku, Sunrise Bldg.",Umeda,,572-0765,Japan,1979-01-25,2025-03-26,2026-01-01,inactive,platinum,ja,false,1577.00,13,do not call before 18:00
CUST000084,Peggy Harris,peggy_harris@example.com,07054882142,"5-30-3 Setagaya, Sunrise Bldg.",Shinjuku,Saitama,075-3666,Japan,1982-06-09,2017-08-06,2020-05-02,pending,platinum,ja,true,1296.29,10,"requested invoice as ""PDF"""
CUST000085,Sybil Young,sybil-young@example.org,+18837744197,"4518 Lake Road, Apt 715",Toronto,,66204,Australia,1956-12-10,2018-08-23,2022-03-17,banned,bronze,en-GB,true,0.00,0,"VIP, handle with care"
CUST000086,Trent Hill,trent.hill3037@demo.local,07097855982,4-21-13 Meguro,Shibuya,Kanagawa,284-1173,Japan,2005-12-25,2021-01-12,,pending,bronze,en,false,431.00,15,"language preference unclear, ok"
CUST000087,Victor Williams,victor.williams@example.org,4296711148,8118 Elm Avenue,Denver,TX,58438,United States,1958-12-03,2019-01-10,,pending,,,true,2672.96,9,"requested invoice as ""PDF"""
CUST000088,Walter Wilson,walter.wilson@example.net,,7226 Pine Blvd,Toronto,,72322,Germany,1955-10-18,,2019-08-29,active,bronze,en,false,1279.52,11,"requested invoice as ""PDF"""
CUST000089,Yvonne Martin,yvonne.martin@example.org,04692944551,"4-17-5 Setagaya, Sunrise Bldg.",Umeda,Saitama,270-2164,Japan,1975-08-12,2022-01-13,2024-05-19,banned,gold,,true,1784.55,7,do not call before 14:00
CUST000089,Yvonne Martin,yvonne.martin@example.org,04692944551,"4-17-5 Setagaya, Sunrise Bldg.",Umeda,Saitama,270-2164,Japan,1975-08-12,2022-01-13,2024-05-19,banned,gold,,true,1784.55,7,do not call before 14:00
CUST000090,Zara Clark,zara.clark@mail.test,02767412415,"1-11-6 Shinjuku, Skyline Tower",,Fukuoka,478-1506,Japan,1994-11-28,2021-10-13,2025-11-20,pending,bronze,en-US,true,1510.51,0,duplicate in legacy system
CUST000091,Uma King,uma-king@mail.test,+819108358328,"3-26-6 Shinjuku, Skyline Tower",Shibuya,Chiba,638-3000,Japan,1989-01-07,2025-02-06,2025-03-21,active,silver,ja,false,1558.50,7,"language preference unclear, urgent"
CUST000092,Oscar Green,oscar.green@example.org,8123710672,7992 Pine Lane,New York,NJ,41644,United States,1961-12-14,2018-03-07,2020-07-25,pending,silver,en-US,true,508.15,13,coupon code used: NFJJK4
CUST000093,Quinn Jones,quinn.jones@mail.test,09065205756,"4-12-6 Shinjuku, Sunrise Bldg.",Yokohama,Kanagawa,758-3094,Japan,1994-03-24,2024-12-23,2025-10-11,active,platinum,en,false,704.46,5,prefers email contact
CUST000094,Rita Anderson,rita.anderson@example.org,+818033432447,"4-12-19 Minato, Skyline Tower",Namba,Aichi,872-0962,Japan,1989-01-11,2020-06-25,2020-10-12,inactive,platinum,en,true,21.81,0,"requested invoice as ""PDF"""
CUST000095,Steve Perez,steve.perez@example.net,+818031625265,"5-13-18 Setagaya, Skyline Tower",Nagoya,Kanagawa,790-3923,Japan,2004-04-29,2018-02-14,2020-10-05,pending,bronze,en-US,false,0.00,0,do not call before 14:00
CUST000096,Trudy Lewis,trudy.lewis@example.org,09970155029,"5-24-3 Setagaya, Skyline Tower",Sapporo,Kanagawa Pref.,660-2416,Japan,1985-12-26,2021-11-01,2023-05-17,inactive,silver,,false,12.38,,asked about refund policy
CUST000097,Wendy Scott,wendy.scott@mail.test,8886367747,2920 Lake Blvd,Chicago,GA,72169,United States,1964-06-23,2020-08-01,2022-08-14,banned,silver,en-GB,false,489.29,4,"prefers email contact, urgent"
CUST000098,Xavier Nelson,xavier.nelson@example.org,2840359544,9310 Maple Ln,Boston,CO,22294,United States,1978-02-20,2025-10-31,2026-01-01,pending,silver,ja,true,1032.41,10,"VIP, handle with care"
CUST000099,Yuki Davis,yuki.davis@example.net,+19472587844,"8729 Cedar Rd, Unit 87",Atlanta,WA,84712,United States,1995-12-07,2024-02-14,2026-01-01,pending,gold,en,true,285.30,6,"requested invoice as ""PDF"", ok"
CUST000100,Ken Thomas,ken-thomas6780@example.org,+815938173598,"1-5-3 Taito, Skyline Tower",Sapporo,Hokkaido,732-5737,Japan,1997-05-01,2020-03-10,2020-10-23,pending,bronze,,false,781.00,12,"moved recently; verify address, low priority"
CUST000101,Mika White,mika..white@example.org,08076336911,"2-25-7 Minato, Apt. 593",Shinjuku,Hyogo,955-6331,Japan,1994-10-30,2021-03-17,2021-05-08,pending,silver,ja,true,1002.75,,coupon code used: F0EH43
CUST000102,Sora Walker,02334245798,,"2-11-14 Taito, Sunrise Bldg.",Namba,Chiba,906-0320,Japan,1962-05-17,2018-08-08,2019-11-12,active,gold,en-US,true,739.91,6,"requested invoice as ""PDF"""
CUST000103,Hana Nguyen,hana_nguyen@example.org,+817066933513,"4-4-19 Shibuya, Sunrise Bldg.",Kobe,Saitama,724-5018,Japan,1991-10-26,2017-10-01,2018-01-30,active,gold,ja,true,,11,moved recently; verify address
CUST000104,Taro Johnson,taro.johnson@mail.test,+813388565271,"5-18-8 Kita, Skyline Tower",Yokohama,Aichi,116-5972,Japan,1984-02-11,2022-01-01,2022-04-08,inactive,bronze,en-GB,false,0.00,13,"do not call before 14:00, low priority"
CUST000105,Ryo Rodriguez,ryo.rodriguez2808@example.com,+18780572151,"9344 Maple St, Apt 731",Toronto,,62637,Canada,1999-08-08,2023-12-10,2026-01-01,pending,bronze,en,true,2398.24,0,coupon code used: WGJXL2
CUST000106,Alice Jackson,alice.jackson@example.com,5352373605,7881 2nd Street,Singapore,,58998,United Kingdom,1995-03-09,2023-02-23,2025-04-29,inactive,bronze,en,false,913.60,1,duplicate in legacy system
CUST000107,Bob Sanchez,bob.sanchez@example.com,+817318732807,"1-8-2 Minato, Sunrise Bldg.",Hakata,Fukuoka,113-6957,Japan,1980-09-12,2020-03-12,2023-03-15,inactive,silver,en,false,295.58,0,asked about refund policy
CUST000108,Carol Allen,carol.allen@example.org,8333393957,6698 Elm Blvd,Denver,Colorado,71874,United States,1987-08-14,2021-05-11,2023-12-16,banned,bronze,en-US,true,351.99,5,asked about refund policy
CUST000109,Dave Flores,dave.flores@example.com,08009962543,"5-29-1 Taito, Skyline Tower",Hakata,Fukuoka Pref.,203-4476,Japan,1972-09-07,2018-09-05,2019-04-20,??,bronze,en-GB,false,,,"VIP, handle with care"
CUST000110,Eve Brown,eve.brown@mail.test,08053804421,4-12-2 Minato,Umeda,Hokkaido Pref.,701-5959,Japan,2008-02-20,2018-10-28,2021-01-13,active,silver,en-GB,false,493.68,10,do not call before 14:00
CUST000111,Frank Martinez,frank.martinez@example.org,9933797058,"6303 Pine Rd, Apt 84",Singapore,,,Australia,1983-11-15,2019-03-08,2019-11-23,inactive,gold,en-US,false,1936.84,13,"prefers email contact, ok"
CUST000112,Grace Lee,gracelee@demo.local,0037003322,"5244 Elm Road, Apt 775",Denver,WA,08470,United States,1978-05-24,2018-10-14,2019-06-07,banned,silver,en,false,329.19,4,do not call before 09:00
CUST000113,Heidi Ramirez,heidi.ramirez@example.com,+818201137984,"5-16-3 Chiyoda, Sunrise Bldg.",Sapporo,Fukuoka,166-0076,Japan,1965-10-17,2025-12-24,2026-01-01,banned,bronze,ja,true,,1,asked about refund policy
CUST000114,Ivan Wright,ivan-wright@example.org,0817214364,8889 Oak Avenue,Berlin,,41321-7165,Canada,1995-09-13,2024-03-08,2026-01-01,banned,,en-GB,true,367.94,10,"do not call before 18:00 (said ""thanks!"")"
CUST000115,Judy Adams,judy.adams@example.com,06816704686,"1-9-12 Minato, Apt. 2045",Kobe,Saitama,832-1021,Japan,1999-07-06,2017-04-07,2019-09-21,inactive,gold,,false,1719.88,5,asked about refund policy
CUST000116,Mallory Miller,mallory.miller@example.net,+15175889144,4744 2nd Lane,Newark,GA,39354-5864,United States,2008-10-08,2024-08-26,2026-01-01,pending,silver,en-GB,false,,12,duplicate in legacy system
CUST000117,Niaj Taylor,niaj_taylor@example.net,9223410346,9835 Lake Ln,Chicago,GA,16772,United States,1963-08-02,2022-06-15,2023-02-25,banned,gold,en,false,2366.00,7,asked about refund policy
CUST000118,Olivia Thompson,olivia.thompson@example.org,07030524808,"4-5-6 Chiyoda, Apt. 299",Naha,Kanagawa,223-9594,Japan,2004-08-26,2018-05-24,2020-12-26,inactive,silver,en,false,728.09,3,moved recently; verify address
CUST000119,Peggy Robinson,peggy.robinson@mail.test,0891776808,8299 Oak Ave,Miami,CO,74223-6463,United States,1996-04-17,2020-09-30,2024-03-08,active,bronze,,true,1478.67,9,duplicate in legacy system
